lead_id,segment,lead_source,status,created_at
LEAD-002826,Mid-Market,Content Download,New,2024-06-21
LEAD-002827,SMB,Partner Referral,SQL,2024-09-30
LEAD-002828,SMB,Security Conference,New,2025-03-14
LEAD-002829,Mid-Market,Partner Referral,SQL,2024-09-18
LEAD-002830,SMB,Paid Search,New,2026-03-02
LEAD-002831,SMB,Partner Referral,MQL,2025-03-04
LEAD-002832,Mid-Market,Paid Search,New,2024-07-21
LEAD-002833,SMB,,New,2024-01-04
LEAD-002834,Mid-Market,Partner Referral,SQL,2024-11-16
LEAD-002835,SMB,Compliance Webinar,New,2024-10-12
LEAD-002836,SMB,Paid Search,Opportunity,2026-03-10
LEAD-002837,SMB,Organic Search,New,2024-11-08
LEAD-002838,SMB,G2/Capterra Review,SQL,2025-04-11
LEAD-002839,SMB,Compliance Webinar,New,2025-02-09
LEAD-002840,Mid-Market,Organic Search,MQL,2025-10-29
LEAD-002841,Enterprise,Outbound Prospecting,SQL,2025-02-28
LEAD-002842,Mid-Market,Content Download,SQL,2024-08-27
LEAD-002843,SMB,Organic Search,MQL,2025-12-11
LEAD-002844,SMB,Outbound Prospecting,SQL,2025-08-07
LEAD-002845,SMB,Paid Search,New,2025-12-13
LEAD-002846,SMB,Organic Search,Disqualified,2024-12-08
LEAD-002847,SMB,Security Conference,SQL,2025-01-29
LEAD-002848,SMB,Partner Referral,MQL,2025-03-14
LEAD-002849,SMB,Paid Search,New,2024-09-30
LEAD-002850,Enterprise,Partner Referral,New,2025-10-22
LEAD-002851,SMB,Partner Referral,Disqualified,2025-12-18
LEAD-002852,Mid-Market,Organic Search,MQL,2026-01-22
LEAD-002853,SMB,G2/Capterra Review,Opportunity,2025-08-11
LEAD-002854,Mid-Market,Organic Search,SQL,2025-04-07
LEAD-002855,SMB,G2/Capterra Review,MQL,2024-12-03
LEAD-002856,Mid-Market,Paid Search,MQL,2025-08-09
LEAD-002857,SMB,Compliance Webinar,SQL,2025-06-11
LEAD-002858,Mid-Market,,Opportunity,2026-05-14
LEAD-002859,SMB,Outbound Prospecting,Opportunity,2025-10-14
LEAD-002860,SMB,Content Download,New,2025-04-11
LEAD-002861,SMB,G2/Capterra Review,SQL,2025-07-12
LEAD-002862,Mid-Market,Security Conference,Disqualified,2024-07-10
LEAD-002863,Mid-Market,Organic Search,MQL,2025-11-23
LEAD-002864,Enterprise,Paid Search,MQL,2025-08-17
LEAD-002865,Mid-Market,Organic Search,SQL,2025-07-03
LEAD-002866,Enterprise,Security Conference,New,2025-12-20
LEAD-002867,SMB,Partner Referral,Opportunity,2024-04-02
LEAD-002868,SMB,Paid Search,MQL,2024-11-11
LEAD-002869,Mid-Market,Content Download,MQL,2024-01-31
LEAD-002870,SMB,Partner Referral,Opportunity,2026-02-28
LEAD-002871,SMB,Outbound Prospecting,MQL,2025-09-07
LEAD-002872,Mid-Market,Organic Search,New,2025-09-17
LEAD-002873,Enterprise,Security Conference,Disqualified,2024-07-02
LEAD-002874,SMB,Outbound Prospecting,SQL,2024-01-03
LEAD-002875,SMB,Content Download,Opportunity,2025-07-28
LEAD-002876,Enterprise,Compliance Webinar,MQL,2024-02-25
LEAD-002877,Mid-Market,Organic Search,MQL,2025-02-28
LEAD-002878,SMB,Paid Search,MQL,2025-10-18
LEAD-002879,SMB,Partner Referral,Opportunity,2025-10-22
LEAD-002880,SMB,Paid Search,New,2024-09-15
LEAD-002881,Enterprise,Content Download,SQL,2024-04-05
LEAD-002882,SMB,Partner Referral,Opportunity,2024-04-27
LEAD-002883,SMB,Content Download,MQL,2025-04-01
LEAD-002884,Enterprise,Partner Referral,Disqualified,2024-02-02
LEAD-002885,SMB,Organic Search,MQL,2025-06-25
LEAD-002886,SMB,G2/Capterra Review,SQL,2026-02-27
LEAD-002887,SMB,Compliance Webinar,Opportunity,2024-01-31
LEAD-002888,Mid-Market,Paid Search,MQL,2025-11-06
LEAD-002889,Mid-Market,Outbound Prospecting,Opportunity,2025-10-24
LEAD-002890,SMB,Compliance Webinar,New,2024-01-03
LEAD-002891,SMB,Organic Search,SQL,2025-01-29
LEAD-002892,Mid-Market,Content Download,SQL,2024-05-15
LEAD-002893,SMB,Paid Search,MQL,2024-09-02
LEAD-002894,Mid-Market,Security Conference,New,2024-06-28
LEAD-002895,Enterprise,G2/Capterra Review,New,2024-09-27
LEAD-002896,SMB,Partner Referral,MQL,2025-10-07
LEAD-002897,Mid-Market,Compliance Webinar,MQL,2026-04-21
LEAD-002898,Enterprise,,New,2026-02-03
LEAD-002899,SMB,Content Download,New,2025-01-17
LEAD-002900,SMB,Paid Search,SQL,2024-06-08
LEAD-002901,Enterprise,,MQL,2025-07-18
LEAD-002902,Enterprise,Security Conference,MQL,2025-12-22
LEAD-002903,SMB,G2/Capterra Review,SQL,2024-05-15
LEAD-002904,Enterprise,Compliance Webinar,New,2026-05-14
LEAD-002905,Mid-Market,Compliance Webinar,Disqualified,2025-12-16
LEAD-002906,Mid-Market,Compliance Webinar,MQL,2025-06-29
LEAD-002907,Mid-Market,Outbound Prospecting,SQL,2024-01-17
LEAD-002908,Enterprise,G2/Capterra Review,SQL,2025-06-06
LEAD-002909,SMB,Organic Search,MQL,2025-04-07
LEAD-002910,Enterprise,Partner Referral,MQL,2025-12-30
LEAD-002911,SMB,Content Download,Opportunity,2024-08-24
LEAD-002912,SMB,G2/Capterra Review,MQL,2026-03-05
LEAD-002913,Mid-Market,G2/Capterra Review,New,2025-01-16
LEAD-002914,Mid-Market,Security Conference,Opportunity,2025-11-13
LEAD-002915,Enterprise,Content Download,SQL,2024-07-09
LEAD-002916,Mid-Market,G2/Capterra Review,New,2025-07-31
LEAD-002917,Mid-Market,Paid Search,MQL,2025-04-09
LEAD-002918,Enterprise,G2/Capterra Review,New,2025-01-21
LEAD-002919,Mid-Market,Content Download,MQL,2026-03-21
LEAD-002920,Enterprise,Partner Referral,New,2026-01-22
LEAD-002921,SMB,G2/Capterra Review,SQL,2025-05-22
LEAD-002922,SMB,Content Download,MQL,2024-01-13
LEAD-002923,SMB,Partner Referral,MQL,2025-06-19
LEAD-002924,Enterprise,Compliance Webinar,SQL,2024-04-07
LEAD-002925,SMB,Partner Referral,Opportunity,2024-06-07
LEAD-002926,Enterprise,,Disqualified,2024-03-09
LEAD-002927,SMB,Paid Search,SQL,2025-04-22
LEAD-002928,Enterprise,Content Download,SQL,2024-03-09
LEAD-002929,Enterprise,Compliance Webinar,SQL,2026-05-23
LEAD-002930,SMB,Compliance Webinar,SQL,2024-08-10
LEAD-002931,SMB,Paid Search,New,2025-05-22
LEAD-002932,SMB,Security Conference,New,2025-07-07
LEAD-002933,SMB,Outbound Prospecting,Opportunity,2024-06-12
LEAD-002934,Mid-Market,,New,2025-09-27
LEAD-002935,Enterprise,Content Download,Disqualified,2024-12-10
LEAD-002936,Mid-Market,Paid Search,MQL,2025-03-12
LEAD-002937,SMB,Organic Search,SQL,2025-09-27
LEAD-002938,SMB,Paid Search,SQL,2025-02-15
LEAD-002939,SMB,Paid Search,New,2024-09-08
LEAD-002940,Mid-Market,Paid Search,MQL,2024-04-12
LEAD-002941,Enterprise,G2/Capterra Review,MQL,2024-06-05
LEAD-002942,Mid-Market,,SQL,2024-09-10
LEAD-002943,Mid-Market,Compliance Webinar,MQL,2024-06-16
LEAD-002944,SMB,Organic Search,SQL,2025-09-25
LEAD-002945,SMB,G2/Capterra Review,New,2025-05-16
LEAD-002946,SMB,Content Download,New,2024-12-24
LEAD-002947,SMB,G2/Capterra Review,New,2025-11-10
LEAD-002948,SMB,Paid Search,New,2025-09-28
LEAD-002949,Mid-Market,Organic Search,MQL,2024-07-17
LEAD-002950,SMB,Paid Search,New,2026-04-09
LEAD-002951,SMB,Compliance Webinar,New,2025-07-17
LEAD-002952,Mid-Market,,MQL,2026-02-06
LEAD-002953,Enterprise,G2/Capterra Review,SQL,2024-11-18
LEAD-002954,Enterprise,Paid Search,MQL,2024-11-25
LEAD-002955,SMB,Organic Search,SQL,2025-12-05
LEAD-002956,Mid-Market,Outbound Prospecting,New,2025-11-04
LEAD-002957,SMB,Outbound Prospecting,New,2024-07-16
LEAD-002958,Enterprise,Paid Search,MQL,2026-03-24
LEAD-002959,SMB,Paid Search,MQL,2024-03-21
LEAD-002960,Mid-Market,Organic Search,New,2024-09-23
LEAD-002961,SMB,G2/Capterra Review,SQL,2025-11-13
LEAD-002962,SMB,G2/Capterra Review,Disqualified,2025-04-29
LEAD-002963,SMB,Compliance Webinar,Disqualified,2026-04-28
LEAD-002964,Mid-Market,Compliance Webinar,New,2025-07-06
LEAD-002965,SMB,Paid Search,Opportunity,2026-03-18
LEAD-002966,Mid-Market,Content Download,New,2024-01-25
LEAD-002967,Mid-Market,G2/Capterra Review,MQL,2026-01-26
LEAD-002968,Mid-Market,Partner Referral,SQL,2025-07-11
LEAD-002969,Mid-Market,Compliance Webinar,SQL,2024-01-22
LEAD-002970,Mid-Market,Paid Search,New,2025-09-14
LEAD-002971,Mid-Market,Organic Search,Opportunity,2025-12-09
LEAD-002972,SMB,Partner Referral,Opportunity,2024-12-16
LEAD-002973,Mid-Market,Content Download,New,2025-09-11
LEAD-002974,Enterprise,,New,2025-06-03
LEAD-002975,Enterprise,G2/Capterra Review,MQL,2025-09-11
LEAD-002976,Mid-Market,Paid Search,MQL,2025-11-26
LEAD-002977,Mid-Market,Organic Search,MQL,2025-12-10
LEAD-002978,Mid-Market,Compliance Webinar,SQL,2024-07-23
LEAD-002979,Mid-Market,Content Download,SQL,2024-04-08
LEAD-002980,SMB,Compliance Webinar,SQL,2024-12-17
LEAD-002981,SMB,G2/Capterra Review,New,2024-04-24
LEAD-002982,Mid-Market,G2/Capterra Review,Disqualified,2026-03-28
LEAD-002983,Mid-Market,Content Download,New,2025-09-07
LEAD-002984,Enterprise,Paid Search,MQL,2025-01-07
LEAD-002985,Mid-Market,Compliance Webinar,MQL,2026-03-19
LEAD-002986,SMB,Content Download,Opportunity,2024-03-22
LEAD-002987,SMB,Organic Search,New,2026-04-22
LEAD-002988,Mid-Market,Outbound Prospecting,SQL,2025-03-07
LEAD-002989,Enterprise,Security Conference,SQL,2024-05-15
LEAD-002990,Enterprise,Content Download,New,2025-08-13
LEAD-002991,SMB,Paid Search,MQL,2024-05-21
LEAD-002992,Mid-Market,Organic Search,SQL,2024-05-12
LEAD-002993,SMB,Security Conference,Disqualified,2025-06-13
LEAD-002994,SMB,Outbound Prospecting,Opportunity,2024-08-30
LEAD-002995,SMB,G2/Capterra Review,New,2025-01-14
LEAD-002996,SMB,Organic Search,SQL,2026-05-07
LEAD-002997,SMB,Organic Search,Disqualified,2024-02-14
LEAD-002998,Mid-Market,Content Download,New,2025-10-16
LEAD-002999,SMB,Outbound Prospecting,New,2024-12-13
LEAD-003000,SMB,Partner Referral,Opportunity,2025-01-14
LEAD-003001,Mid-Market,Outbound Prospecting,New,2025-10-26
LEAD-003002,Mid-Market,G2/Capterra Review,Disqualified,2025-06-30
LEAD-003003,SMB,Content Download,Opportunity,2026-04-14
LEAD-003004,Enterprise,Compliance Webinar,MQL,2024-10-06
LEAD-003005,Enterprise,Content Download,Disqualified,2025-07-24
LEAD-003006,Enterprise,Compliance Webinar,MQL,2024-08-18
LEAD-003007,SMB,Organic Search,SQL,2024-05-03
LEAD-003008,Mid-Market,G2/Capterra Review,MQL,2024-08-04
LEAD-003009,SMB,Compliance Webinar,SQL,2025-02-19
LEAD-003010,SMB,Content Download,SQL,2024-06-01
LEAD-003011,SMB,Security Conference,New,2025-01-24
LEAD-003012,SMB,G2/Capterra Review,New,2024-05-22
LEAD-003013,SMB,,Disqualified,2025-04-04
LEAD-003014,Mid-Market,Content Download,SQL,2025-02-19
LEAD-003015,SMB,Partner Referral,MQL,2025-01-09
LEAD-003016,SMB,Paid Search,New,2025-11-28
LEAD-003017,SMB,Security Conference,New,2024-04-02
LEAD-003018,SMB,Organic Search,MQL,2025-06-23
LEAD-003019,SMB,Paid Search,MQL,2024-11-05
LEAD-003020,SMB,Partner Referral,SQL,2025-08-03
LEAD-003021,SMB,G2/Capterra Review,Opportunity,2025-01-09
LEAD-003022,SMB,Outbound Prospecting,SQL,2025-04-23
LEAD-003023,Mid-Market,Outbound Prospecting,SQL,2026-01-22
LEAD-003024,SMB,G2/Capterra Review,MQL,2024-11-03
LEAD-003025,Mid-Market,G2/Capterra Review,MQL,2025-02-01
LEAD-003026,Enterprise,Partner Referral,New,2025-09-13
LEAD-003027,SMB,Security Conference,MQL,2025-01-18
LEAD-003028,Mid-Market,Paid Search,SQL,2026-02-02
LEAD-003029,Mid-Market,Security Conference,Opportunity,2024-09-28
LEAD-003030,SMB,Paid Search,SQL,2024-07-09
LEAD-003031,SMB,Outbound Prospecting,MQL,2024-07-13
LEAD-003032,Mid-Market,Content Download,SQL,2025-05-05
LEAD-003033,SMB,Content Download,New,2025-02-18
LEAD-003034,SMB,Paid Search,New,2024-05-16
LEAD-003035,SMB,Content Download,SQL,2025-04-16
LEAD-003036,SMB,Content Download,New,2024-08-30
LEAD-003037,Mid-Market,Content Download,New,2024-12-12
LEAD-003038,Mid-Market,Paid Search,New,2024-01-23
LEAD-003039,Mid-Market,,SQL,2025-03-09
LEAD-003040,Mid-Market,Partner Referral,Opportunity,2024-10-12
LEAD-003041,SMB,Partner Referral,Opportunity,2024-03-13
LEAD-003042,Mid-Market,,SQL,2025-11-19
LEAD-003043,SMB,Outbound Prospecting,Opportunity,2024-10-02
LEAD-003044,Mid-Market,Content Download,SQL,2025-03-29
LEAD-003045,SMB,Organic Search,New,2024-05-07
LEAD-003046,SMB,G2/Capterra Review,SQL,2024-08-06
LEAD-003047,Mid-Market,Content Download,SQL,2025-10-02
LEAD-003048,Mid-Market,Content Download,Opportunity,2025-04-23
LEAD-003049,SMB,Partner Referral,Opportunity,2026-01-13
LEAD-003050,SMB,Paid Search,Opportunity,2024-11-01
LEAD-003051,Mid-Market,Paid Search,Opportunity,2024-07-31
LEAD-003052,Mid-Market,Paid Search,New,2024-12-09
LEAD-003053,Mid-Market,Content Download,SQL,2024-05-18
LEAD-003054,Mid-Market,Organic Search,SQL,2025-04-29
LEAD-003055,Mid-Market,Compliance Webinar,SQL,2025-05-22
LEAD-003056,SMB,G2/Capterra Review,MQL,2025-06-02
LEAD-003057,SMB,Security Conference,MQL,2024-01-03
LEAD-003058,Mid-Market,,SQL,2024-02-10
LEAD-003059,SMB,G2/Capterra Review,New,2024-12-31
LEAD-003060,Mid-Market,G2/Capterra Review,SQL,2025-02-25
LEAD-003061,Mid-Market,Compliance Webinar,MQL,2025-09-01
LEAD-003062,SMB,Partner Referral,New,2025-08-24
LEAD-003063,Mid-Market,Security Conference,Opportunity,2025-12-26
LEAD-003064,SMB,Organic Search,New,2025-06-02
LEAD-003065,SMB,,SQL,2024-10-15
LEAD-003066,Mid-Market,Partner Referral,New,2026-06-12
LEAD-003067,SMB,Partner Referral,New,2025-08-27
LEAD-003068,SMB,G2/Capterra Review,New,2026-01-05
LEAD-003069,SMB,Organic Search,SQL,2024-12-03
LEAD-003070,Mid-Market,,New,2025-12-17
LEAD-003071,SMB,Security Conference,MQL,2026-06-15
LEAD-003072,SMB,Partner Referral,Opportunity,2025-12-21
LEAD-003073,Enterprise,Security Conference,New,2025-10-14
LEAD-003074,SMB,G2/Capterra Review,SQL,2025-12-13
LEAD-003075,SMB,Content Download,Opportunity,2025-04-06
LEAD-003076,SMB,Security Conference,New,2026-05-18
LEAD-003077,SMB,G2/Capterra Review,MQL,2024-03-19
LEAD-003078,Enterprise,Partner Referral,SQL,2025-10-19
LEAD-003079,SMB,Compliance Webinar,MQL,2025-09-05
LEAD-003080,SMB,Compliance Webinar,MQL,2024-11-28
LEAD-003081,SMB,Security Conference,SQL,2026-03-26
LEAD-003082,SMB,Partner Referral,Opportunity,2026-05-28
LEAD-003083,Enterprise,Content Download,New,2024-02-21
LEAD-003084,Mid-Market,Paid Search,MQL,2024-03-26
LEAD-003085,SMB,Content Download,Disqualified,2024-12-30
LEAD-003086,Enterprise,Security Conference,SQL,2024-10-11
LEAD-003087,SMB,G2/Capterra Review,MQL,2025-01-02
LEAD-003088,Enterprise,Outbound Prospecting,New,2024-09-17
LEAD-003089,SMB,Compliance Webinar,Disqualified,2025-06-20
LEAD-003090,SMB,G2/Capterra Review,SQL,2024-10-25
LEAD-003091,Mid-Market,Outbound Prospecting,New,2024-09-18
LEAD-003092,SMB,Content Download,New,2024-11-05
LEAD-003093,SMB,,Opportunity,2026-03-31
LEAD-003094,Mid-Market,Partner Referral,New,2025-07-01
LEAD-003095,Enterprise,Paid Search,MQL,2024-11-21
LEAD-003096,Mid-Market,Paid Search,SQL,2024-09-08
LEAD-003097,SMB,Paid Search,Opportunity,2024-10-01
LEAD-003098,SMB,Partner Referral,SQL,2024-06-26
LEAD-003099,SMB,Outbound Prospecting,SQL,2026-01-23
LEAD-003100,SMB,Paid Search,Opportunity,2024-10-11
LEAD-003101,Mid-Market,Partner Referral,MQL,2025-08-20
LEAD-003102,Mid-Market,Organic Search,SQL,2025-05-11
LEAD-003103,Mid-Market,Security Conference,New,2024-06-05
LEAD-003104,Mid-Market,Organic Search,New,2024-10-03
LEAD-003105,SMB,Compliance Webinar,MQL,2024-07-28
LEAD-003106,SMB,G2/Capterra Review,SQL,2025-06-05
LEAD-003107,Enterprise,Paid Search,MQL,2025-10-16
LEAD-003108,Enterprise,Compliance Webinar,MQL,2025-08-21
LEAD-003109,Mid-Market,Paid Search,New,2024-01-02
LEAD-003110,SMB,Compliance Webinar,New,2026-04-08
LEAD-003111,Mid-Market,Partner Referral,Opportunity,2025-06-27
LEAD-003112,Mid-Market,Content Download,New,2026-05-11
LEAD-003113,Enterprise,Security Conference,New,2024-02-11
LEAD-003114,SMB,Security Conference,Opportunity,2025-06-29
LEAD-003115,SMB,Outbound Prospecting,SQL,2024-04-26
LEAD-003116,Mid-Market,Organic Search,MQL,2024-09-30
LEAD-003117,Enterprise,Content Download,New,2026-02-11
LEAD-003118,Mid-Market,Outbound Prospecting,SQL,2025-02-09
LEAD-003119,Mid-Market,Compliance Webinar,New,2024-09-07
LEAD-003120,Mid-Market,Partner Referral,New,2024-02-01
LEAD-003121,Mid-Market,Outbound Prospecting,SQL,2025-09-29
LEAD-003122,Mid-Market,Content Download,MQL,2024-10-26
LEAD-003123,Enterprise,Partner Referral,New,2024-07-16
LEAD-003124,Mid-Market,G2/Capterra Review,MQL,2024-08-06
LEAD-003125,Mid-Market,Organic Search,MQL,2025-06-26
LEAD-003126,Enterprise,Organic Search,MQL,2024-10-28
LEAD-003127,Mid-Market,G2/Capterra Review,SQL,2025-07-30
LEAD-003128,SMB,Paid Search,Opportunity,2024-08-29
LEAD-003129,SMB,Content Download,New,2025-04-06
LEAD-003130,Mid-Market,Paid Search,Opportunity,2024-08-21
LEAD-003131,SMB,Paid Search,Disqualified,2026-02-20
LEAD-003132,Enterprise,Outbound Prospecting,SQL,2026-01-01
LEAD-003133,SMB,Security Conference,New,2024-10-14
LEAD-003134,Mid-Market,Security Conference,SQL,2024-03-13
LEAD-003135,Mid-Market,Security Conference,MQL,2024-07-26
LEAD-003136,Mid-Market,Organic Search,Opportunity,2025-07-11
LEAD-003137,SMB,Paid Search,Opportunity,2025-04-18
LEAD-003138,SMB,Outbound Prospecting,SQL,2025-09-08
LEAD-003139,SMB,Compliance Webinar,MQL,2026-02-19
LEAD-003140,Mid-Market,G2/Capterra Review,New,2024-08-03
LEAD-003141,SMB,Security Conference,MQL,2026-05-31
LEAD-003142,SMB,Paid Search,SQL,2024-06-03
LEAD-003143,SMB,G2/Capterra Review,SQL,2025-10-08
LEAD-003144,Mid-Market,Paid Search,SQL,2024-03-31
LEAD-003145,SMB,Organic Search,New,2026-03-19
LEAD-003146,SMB,G2/Capterra Review,Opportunity,2024-04-10
LEAD-003147,SMB,,SQL,2026-04-27
LEAD-003148,SMB,G2/Capterra Review,MQL,2025-09-02
LEAD-003149,SMB,Organic Search,Disqualified,2024-08-12
LEAD-003150,SMB,Content Download,SQL,2025-07-20
LEAD-003151,Mid-Market,Partner Referral,New,2025-06-07
LEAD-003152,Mid-Market,G2/Capterra Review,SQL,2025-04-10
LEAD-003153,Enterprise,Partner Referral,SQL,2025-05-17
LEAD-003154,SMB,G2/Capterra Review,Opportunity,2026-06-04
LEAD-003155,SMB,Partner Referral,MQL,2024-01-14
LEAD-003156,Mid-Market,Security Conference,New,2024-06-23
LEAD-003157,Mid-Market,Partner Referral,New,2025-10-09
LEAD-003158,SMB,Outbound Prospecting,MQL,2025-01-01
LEAD-003159,SMB,Organic Search,MQL,2025-11-22
LEAD-003160,Enterprise,Partner Referral,MQL,2024-10-13
LEAD-003161,SMB,Compliance Webinar,MQL,2024-08-02
LEAD-003162,SMB,Organic Search,MQL,2025-05-09
LEAD-003163,Enterprise,Organic Search,SQL,2025-10-25
LEAD-003164,Mid-Market,Paid Search,New,2025-03-30
LEAD-003165,SMB,G2/Capterra Review,SQL,2025-09-08
LEAD-003166,SMB,Paid Search,SQL,2026-06-12
LEAD-003167,SMB,Security Conference,SQL,2024-05-25
LEAD-003168,SMB,Compliance Webinar,SQL,2024-12-31
LEAD-003169,SMB,Compliance Webinar,New,2025-08-11
LEAD-003170,Mid-Market,Paid Search,Opportunity,2026-04-19
LEAD-003171,Mid-Market,G2/Capterra Review,Opportunity,2024-03-08
LEAD-003172,SMB,Content Download,SQL,2026-02-15
LEAD-003173,SMB,Partner Referral,Opportunity,2025-05-25
LEAD-003174,SMB,Content Download,SQL,2024-05-30
LEAD-003175,Mid-Market,Partner Referral,New,2025-07-26
LEAD-003176,Mid-Market,Partner Referral,SQL,2026-04-29
LEAD-003177,SMB,Outbound Prospecting,Opportunity,2025-10-19
LEAD-003178,SMB,Partner Referral,New,2025-01-19
LEAD-003179,Mid-Market,Outbound Prospecting,New,2026-01-26
LEAD-003180,SMB,Partner Referral,SQL,2024-01-25
LEAD-003181,Enterprise,Partner Referral,New,2026-05-16
LEAD-003182,SMB,Compliance Webinar,MQL,2024-12-19
LEAD-003183,Mid-Market,Outbound Prospecting,MQL,2025-10-04
LEAD-003184,SMB,Organic Search,MQL,2024-12-10
LEAD-003185,SMB,Content Download,Opportunity,2025-11-11
LEAD-003186,SMB,Organic Search,SQL,2024-04-11
LEAD-003187,SMB,Compliance Webinar,Opportunity,2025-01-30
LEAD-003188,Mid-Market,Paid Search,SQL,2025-07-29
LEAD-003189,SMB,Security Conference,Opportunity,2026-01-23
LEAD-003190,Enterprise,Content Download,MQL,2025-10-14
LEAD-003191,Enterprise,,SQL,2024-06-04
LEAD-003192,SMB,Outbound Prospecting,Opportunity,2025-08-11
LEAD-003193,Mid-Market,G2/Capterra Review,SQL,2025-07-25
LEAD-003194,Enterprise,G2/Capterra Review,New,2025-09-06
LEAD-003195,Mid-Market,G2/Capterra Review,MQL,2024-01-02
LEAD-003196,SMB,Outbound Prospecting,SQL,2024-10-11
LEAD-003197,SMB,Paid Search,New,2024-05-11
LEAD-003198,SMB,Partner Referral,MQL,2024-02-10
LEAD-003199,SMB,Partner Referral,Opportunity,2025-07-21
LEAD-003200,SMB,G2/Capterra Review,MQL,2024-01-17
LEAD-003201,SMB,Security Conference,SQL,2025-10-12
LEAD-003202,SMB,G2/Capterra Review,New,2025-09-23
LEAD-003203,SMB,Partner Referral,Opportunity,2025-04-13
LEAD-003204,SMB,G2/Capterra Review,Opportunity,2024-11-10
LEAD-003205,SMB,G2/Capterra Review,SQL,2025-01-27
LEAD-003206,SMB,Content Download,MQL,2025-08-21
LEAD-003207,Mid-Market,Outbound Prospecting,SQL,2025-09-19
LEAD-003208,Mid-Market,Outbound Prospecting,MQL,2024-07-06
LEAD-003209,SMB,Security Conference,MQL,2026-04-11
LEAD-003210,SMB,Paid Search,Disqualified,2026-03-22
LEAD-003211,Enterprise,Outbound Prospecting,Disqualified,2026-03-31
LEAD-003212,SMB,Organic Search,SQL,2026-05-01
LEAD-003213,Enterprise,Compliance Webinar,SQL,2024-09-18
LEAD-003214,Enterprise,G2/Capterra Review,MQL,2025-07-02
LEAD-003215,SMB,Paid Search,MQL,2024-08-27
LEAD-003216,SMB,Outbound Prospecting,New,2025-12-13
LEAD-003217,SMB,Security Conference,MQL,2024-06-01
LEAD-003218,SMB,Organic Search,New,2025-04-13
LEAD-003219,SMB,Security Conference,SQL,2024-03-06
LEAD-003220,SMB,Paid Search,New,2024-10-19
LEAD-003221,SMB,Security Conference,SQL,2025-06-10
LEAD-003222,SMB,Outbound Prospecting,MQL,2026-01-10
LEAD-003223,Mid-Market,Security Conference,Opportunity,2024-07-30
LEAD-003224,Mid-Market,Outbound Prospecting,New,2024-08-22
LEAD-003225,SMB,G2/Capterra Review,New,2026-03-30
LEAD-003226,SMB,Organic Search,MQL,2025-09-21
LEAD-003227,Mid-Market,Outbound Prospecting,MQL,2026-02-18
LEAD-003228,SMB,Paid Search,MQL,2026-05-07
LEAD-003229,SMB,G2/Capterra Review,Opportunity,2024-09-07
LEAD-003230,Enterprise,Organic Search,New,2025-12-24
LEAD-003231,Mid-Market,Paid Search,MQL,2024-07-18
LEAD-003232,SMB,G2/Capterra Review,Opportunity,2025-12-08
LEAD-003233,Enterprise,Paid Search,MQL,2024-05-21
LEAD-003234,SMB,Organic Search,New,2024-01-28
LEAD-003235,SMB,Security Conference,Disqualified,2024-09-19
LEAD-003236,SMB,Content Download,Disqualified,2025-02-15
LEAD-003237,SMB,Partner Referral,New,2024-05-24
LEAD-003238,SMB,Content Download,New,2024-11-23
LEAD-003239,SMB,Content Download,New,2025-01-16
LEAD-003240,SMB,Paid Search,New,2025-09-20
LEAD-003241,Mid-Market,Organic Search,New,2025-07-01
LEAD-003242,SMB,Partner Referral,SQL,2025-10-19
LEAD-003243,SMB,Content Download,MQL,2024-04-29
LEAD-003244,Mid-Market,Content Download,New,2024-12-09
LEAD-003245,Mid-Market,G2/Capterra Review,SQL,2024-08-09
LEAD-003246,SMB,G2/Capterra Review,New,2025-09-16
LEAD-003247,SMB,Paid Search,New,2025-03-16
LEAD-003248,SMB,Compliance Webinar,New,2026-04-09
LEAD-003249,Mid-Market,Outbound Prospecting,New,2025-10-13
LEAD-003250,Mid-Market,Partner Referral,MQL,2025-10-14
LEAD-003251,Mid-Market,Content Download,SQL,2024-12-30
LEAD-003252,SMB,Organic Search,MQL,2025-01-27
LEAD-003253,Enterprise,G2/Capterra Review,New,2026-05-17
LEAD-003254,SMB,Security Conference,Opportunity,2024-06-10
LEAD-003255,SMB,Partner Referral,Opportunity,2025-09-26
LEAD-003256,Enterprise,G2/Capterra Review,New,2026-03-12
LEAD-003257,Enterprise,Partner Referral,New,2025-12-15
LEAD-003258,SMB,Compliance Webinar,Opportunity,2024-10-04
LEAD-003259,Enterprise,G2/Capterra Review,MQL,2024-08-26
LEAD-003260,SMB,G2/Capterra Review,New,2026-02-23
LEAD-003261,Mid-Market,Outbound Prospecting,SQL,2024-07-26
LEAD-003262,Enterprise,G2/Capterra Review,MQL,2024-10-31
LEAD-003263,SMB,Security Conference,New,2026-06-03
LEAD-003264,Mid-Market,G2/Capterra Review,Opportunity,2025-07-14
LEAD-003265,Enterprise,Outbound Prospecting,New,2024-10-20
LEAD-003266,SMB,Outbound Prospecting,MQL,2025-11-15
LEAD-003267,Mid-Market,G2/Capterra Review,SQL,2025-07-05
LEAD-003268,SMB,Security Conference,SQL,2025-09-15
LEAD-003269,Mid-Market,Organic Search,MQL,2024-08-17
LEAD-003270,Mid-Market,Organic Search,New,2025-06-11
LEAD-003271,Mid-Market,Security Conference,New,2025-05-24
LEAD-003272,Mid-Market,Security Conference,New,2025-12-08
LEAD-003273,SMB,Paid Search,Opportunity,2025-09-20
