opp_id,lead_id,account_id,rep_id,segment,lead_source,plan,stage,amount,created_date,close_date
OPP-001597,LEAD-003794,ACC-00663,REP-0032,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Lost,6714.99,2025-05-16,2025-07-21
OPP-001598,LEAD-003795,ACC-00749,REP-0004,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1333.78,2024-08-09,2024-08-28
OPP-001599,LEAD-003805,ACC-00574,REP-0022,SMB,Security Conference,SOC2 Starter,Closed Lost,1022.83,2025-05-22,2025-05-31
OPP-001600,LEAD-003807,ACC-01263,REP-0009,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1187.62,2024-05-21,2024-06-07
OPP-001601,LEAD-003809,ACC-00340,REP-0028,Enterprise,Paid Search,SOC2 + ISO 27001,Closed Lost,2438.45,2025-05-02,2025-09-17
OPP-001602,LEAD-003810,ACC-01494,REP-0035,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1234.61,2024-09-28,2024-10-06
OPP-001603,LEAD-003811,ACC-01719,REP-0001,Enterprise,Paid Search,Enterprise Multi-Framework,Closed Won,7812.96,2025-04-23,2025-08-10
OPP-001604,LEAD-003812,ACC-01698,REP-0012,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1075.19,2024-11-01,2024-11-24
OPP-001605,LEAD-003813,ACC-00292,REP-0030,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1365.18,2025-10-29,2025-11-15
OPP-001606,LEAD-003814,ACC-00057,REP-0040,Mid-Market,Paid Search,SOC2 Starter,Closed Won,1433.61,2024-02-03,2024-03-05
OPP-001607,LEAD-003817,ACC-01666,REP-0015,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1382.87,2025-06-21,2025-07-15
OPP-001608,LEAD-003819,ACC-00577,REP-0017,SMB,Content Download,SOC2 Starter,Closed Lost,1494.58,2024-05-13,2024-06-11
OPP-001609,LEAD-003820,ACC-00276,REP-0032,Enterprise,G2/Capterra Review,SOC2 Starter,Closed Lost,1498.91,2025-11-18,2026-02-27
OPP-001610,LEAD-003823,ACC-00602,REP-0033,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,5792.96,2025-09-06,2025-10-12
OPP-001611,LEAD-003824,ACC-01373,REP-0007,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,2845.83,2024-03-29,2024-05-31
OPP-001612,LEAD-003830,ACC-01650,REP-0036,Mid-Market,,SOC2 + ISO 27001,Closed Lost,2661.74,2025-01-16,2025-02-20
OPP-001613,LEAD-003833,ACC-01295,REP-0015,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,7306.63,2024-07-09,2024-08-30
OPP-001614,LEAD-003834,ACC-01713,REP-0039,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1253.96,2026-05-08,2026-06-05
OPP-001615,LEAD-003835,ACC-00712,REP-0015,SMB,Partner Referral,SOC2 Starter,Closed Lost,1404.65,2024-06-08,2024-06-26
OPP-001616,LEAD-003838,ACC-00294,REP-0009,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,2479.75,2024-09-16,2024-11-20
OPP-001617,LEAD-003841,ACC-00015,REP-0037,SMB,Paid Search,SOC2 Starter,Closed Lost,1288.13,2025-11-19,2025-12-18
OPP-001618,LEAD-003842,ACC-00619,REP-0037,SMB,Partner Referral,SOC2 Starter,Closed Won,1062.96,2024-08-19,2024-09-09
OPP-001619,LEAD-003849,ACC-01244,REP-0028,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,7112.64,2025-05-15,2025-06-17
OPP-001620,LEAD-003851,ACC-01471,REP-0007,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1383.18,2024-03-18,2024-03-26
OPP-001621,LEAD-003854,ACC-01539,REP-0021,SMB,Partner Referral,SOC2 Starter,Closed Lost,1075.08,2024-08-13,2024-09-08
OPP-001622,LEAD-003856,ACC-01341,REP-0029,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Won,6584.28,2024-09-21,2024-10-28
OPP-001623,LEAD-003859,ACC-01006,REP-0024,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,2830.59,2026-05-10,2026-06-12
OPP-001624,LEAD-003863,ACC-01507,REP-0018,SMB,Partner Referral,SOC2 Starter,Closed Lost,1107.97,2024-11-24,2024-12-06
OPP-001625,LEAD-003865,ACC-01385,REP-0033,SMB,Organic Search,SOC2 Starter,Closed Lost,1120.96,2024-02-18,2024-03-05
OPP-001626,LEAD-003872,ACC-01285,REP-0027,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Won,3069.46,2024-03-01,2024-04-07
OPP-001627,LEAD-003877,ACC-00357,REP-0021,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1200.68,2024-07-17,2024-08-08
OPP-001628,LEAD-003878,ACC-00248,REP-0039,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,3336.5,2024-03-29,2024-05-24
OPP-001629,LEAD-003881,ACC-00005,REP-0029,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,6700.62,2024-02-01,2024-03-16
OPP-001630,LEAD-003882,ACC-01374,REP-0028,SMB,Security Conference,SOC2 Starter,Closed Won,1217.13,2024-12-13,2025-01-07
OPP-001631,LEAD-003886,ACC-00206,REP-0011,Mid-Market,Content Download,SOC2 Starter,Closed Lost,1225.13,2025-02-13,2025-03-21
OPP-001632,LEAD-003892,ACC-01231,REP-0021,SMB,Organic Search,SOC2 Starter,Closed Lost,1543.48,2026-05-11,2026-05-29
OPP-001633,LEAD-003894,ACC-00993,REP-0030,SMB,Security Conference,SOC2 Starter,Closed Lost,1354.47,2025-03-11,2025-04-10
OPP-001634,LEAD-003896,ACC-00270,REP-0009,SMB,Content Download,SOC2 Starter,Closed Lost,1463.14,2025-08-28,2025-09-17
OPP-001635,LEAD-003897,ACC-00796,REP-0037,SMB,Organic Search,SOC2 Starter,Proposal,1342.94,2026-06-07,2026-06-30
OPP-001636,LEAD-003899,ACC-00891,REP-0002,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1030.5,2025-08-14,2025-10-14
OPP-001637,LEAD-003900,ACC-00348,REP-0015,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1518.36,2024-05-04,2024-07-15
OPP-001638,LEAD-003901,ACC-01563,REP-0017,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,5845.81,2026-03-27,2026-05-23
OPP-001639,LEAD-003904,ACC-01600,REP-0031,SMB,Paid Search,SOC2 Starter,Closed Lost,1495.64,2025-03-27,2025-04-09
OPP-001640,LEAD-003905,ACC-01152,REP-0023,SMB,Partner Referral,SOC2 Starter,Closed Won,1277.39,2026-01-23,2026-02-19
OPP-001641,LEAD-003906,ACC-01162,REP-0033,SMB,Partner Referral,SOC2 Starter,Closed Lost,1065.91,2024-12-05,2025-01-03
OPP-001642,LEAD-003907,ACC-01500,REP-0035,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,3477.09,2024-01-09,2024-02-28
OPP-001643,LEAD-003908,ACC-00232,REP-0036,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,8026.08,2025-02-17,2025-03-14
OPP-001644,LEAD-003909,ACC-01395,REP-0006,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Won,3148.73,2025-12-06,2026-02-10
OPP-001645,LEAD-003911,ACC-01797,REP-0011,SMB,Content Download,SOC2 Starter,Closed Won,1109.87,2024-06-17,2024-06-30
OPP-001646,LEAD-003912,ACC-00167,REP-0029,Mid-Market,Paid Search,SOC2 Starter,Closed Lost,1098.06,2024-08-11,2024-10-12
OPP-001647,LEAD-003915,ACC-01031,REP-0032,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1295.34,2025-09-17,2025-10-13
OPP-001648,LEAD-003919,ACC-01556,REP-0040,Enterprise,Outbound Prospecting,SOC2 Starter,Closed Lost,1123.67,2025-12-27,2026-06-12
OPP-001649,LEAD-003920,ACC-00353,REP-0012,SMB,Content Download,SOC2 Starter,Closed Lost,1096.53,2025-05-15,2025-06-14
OPP-001650,LEAD-003921,ACC-00111,REP-0020,SMB,Security Conference,SOC2 Starter,Closed Lost,1406.81,2025-12-03,2025-12-19
OPP-001651,LEAD-003922,ACC-01765,REP-0021,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1493.45,2024-06-09,2024-06-19
OPP-001652,LEAD-003923,ACC-01151,REP-0007,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1080.16,2025-10-29,2025-11-18
OPP-001653,LEAD-003925,ACC-01555,REP-0003,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,7254.27,2025-01-01,2025-01-30
OPP-001654,LEAD-003930,ACC-00031,REP-0012,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1433.03,2024-06-07,2024-06-30
OPP-001655,LEAD-003933,ACC-01022,REP-0003,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1372.88,2025-06-16,2025-07-15
OPP-001656,LEAD-003934,ACC-00458,REP-0007,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1159.02,2024-03-25,2024-05-15
OPP-001657,LEAD-003941,ACC-00460,REP-0004,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1199.33,2024-05-19,2024-07-25
OPP-001658,LEAD-003942,ACC-01653,REP-0006,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1207.61,2025-12-14,2026-01-05
OPP-001659,LEAD-003943,ACC-00236,REP-0015,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Lost,1064.12,2025-09-05,2025-10-27
OPP-001660,LEAD-003945,ACC-01800,REP-0022,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1352.79,2024-03-28,2024-04-08
OPP-001661,LEAD-003946,ACC-01133,REP-0024,Enterprise,Outbound Prospecting,SOC2 Starter,Negotiation,1228.1,2026-05-20,2026-06-30
OPP-001662,LEAD-003947,ACC-00926,REP-0001,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Won,5925.44,2025-11-20,2025-12-13
OPP-001663,LEAD-003948,ACC-00217,REP-0009,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1374.47,2024-04-01,2024-04-16
OPP-001664,LEAD-003950,ACC-00887,REP-0019,SMB,Security Conference,SOC2 Starter,Closed Lost,1461.28,2026-02-05,2026-03-07
OPP-001665,LEAD-003951,ACC-00797,REP-0010,SMB,Security Conference,SOC2 Starter,Closed Lost,1152.43,2024-01-23,2024-02-17
OPP-001666,LEAD-003955,ACC-01483,REP-0022,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1149.5,2024-07-29,2024-08-06
OPP-001667,LEAD-003956,ACC-00525,REP-0039,Mid-Market,G2/Capterra Review,Enterprise Multi-Framework,Closed Lost,6479.2,2024-07-01,2024-08-24
OPP-001668,LEAD-003957,ACC-01209,REP-0009,SMB,Partner Referral,SOC2 Starter,Closed Lost,1174.06,2025-11-09,2025-12-04
OPP-001669,LEAD-003960,ACC-01200,REP-0038,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,7233.05,2025-10-15,2025-11-26
OPP-001670,LEAD-003961,ACC-01506,REP-0039,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1375.71,2025-04-27,2025-05-26
OPP-001671,LEAD-003963,ACC-01564,REP-0004,SMB,Content Download,SOC2 Starter,Closed Lost,1185.58,2024-09-29,2024-10-15
OPP-001672,LEAD-003966,ACC-00258,REP-0007,SMB,Paid Search,SOC2 Starter,Closed Lost,1327.26,2024-12-07,2024-12-28
OPP-001673,LEAD-003975,ACC-01202,REP-0001,SMB,Organic Search,SOC2 Starter,Closed Lost,1491.42,2024-06-08,2024-06-23
OPP-001674,LEAD-003976,ACC-00617,REP-0017,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2769.92,2024-07-17,2024-09-01
OPP-001675,LEAD-003979,ACC-00140,REP-0019,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1399.79,2025-03-31,2025-04-30
OPP-001676,LEAD-003981,ACC-01048,REP-0033,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,2780.68,2024-12-23,2025-02-23
OPP-001677,LEAD-003982,ACC-00036,REP-0036,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Won,1549.85,2024-08-09,2024-09-12
OPP-001678,LEAD-003987,ACC-00975,REP-0036,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1341.81,2025-03-18,2025-04-03
OPP-001679,LEAD-003988,ACC-00459,REP-0028,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,2708.4,2025-11-27,2026-01-24
OPP-001680,LEAD-003990,ACC-00449,REP-0040,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1424.14,2025-08-22,2025-10-12
OPP-001681,LEAD-003991,ACC-00904,REP-0008,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1158.99,2024-07-21,2024-08-08
OPP-001682,LEAD-003992,ACC-00337,REP-0021,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,6140.9,2025-11-20,2026-01-24
OPP-001683,LEAD-003995,ACC-01551,REP-0007,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1143.97,2025-09-18,2025-09-30
OPP-001684,LEAD-003997,ACC-01772,REP-0030,SMB,Security Conference,SOC2 Starter,Closed Won,1057.17,2024-08-20,2024-08-31
OPP-001685,LEAD-003999,ACC-00990,REP-0023,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,5676.98,2025-12-12,2026-02-22
OPP-001686,LEAD-004001,ACC-00880,REP-0016,SMB,Paid Search,SOC2 Starter,Closed Lost,1346.23,2024-08-21,2024-09-02
OPP-001687,LEAD-004002,ACC-01360,REP-0036,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Won,2580.72,2024-06-06,2024-07-25
OPP-001688,LEAD-004005,ACC-00002,REP-0034,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2840.79,2024-05-24,2024-07-16
OPP-001689,LEAD-004007,ACC-01398,REP-0035,Mid-Market,Content Download,SOC2 Starter,Closed Won,1304.82,2024-06-19,2024-08-04
OPP-001690,LEAD-004009,ACC-00576,REP-0024,SMB,Organic Search,SOC2 Starter,Closed Lost,1207.2,2025-07-13,2025-07-23
OPP-001691,LEAD-004010,ACC-01040,REP-0037,Mid-Market,Content Download,Enterprise Multi-Framework,Discovery,7478.94,2026-06-04,2026-06-30
OPP-001692,LEAD-004012,ACC-01081,REP-0008,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1117.93,2025-12-03,2025-12-13
OPP-001693,LEAD-004015,ACC-00246,REP-0032,SMB,Paid Search,SOC2 Starter,Closed Won,1441.22,2024-07-30,2024-08-28
OPP-001694,LEAD-004016,ACC-00005,REP-0027,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Lost,7704.73,2026-05-07,2026-06-08
OPP-001695,LEAD-004018,ACC-00654,REP-0022,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Won,3090.44,2024-09-23,2024-12-03
OPP-001696,LEAD-004024,ACC-00930,REP-0007,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,2443.61,2024-04-21,2024-06-08
OPP-001697,LEAD-004025,ACC-01786,REP-0037,Enterprise,Partner Referral,SOC2 + ISO 27001,Closed Lost,3356.72,2026-01-28,2026-04-21
OPP-001698,LEAD-004028,ACC-01696,REP-0003,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1419.85,2024-04-15,2024-04-22
OPP-001699,LEAD-004030,ACC-01563,REP-0030,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1092.24,2024-09-19,2024-10-03
OPP-001700,LEAD-004032,ACC-01327,REP-0015,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1379.07,2024-08-24,2024-08-31
OPP-001701,LEAD-004034,ACC-01567,REP-0011,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,7679.96,2026-02-07,2026-03-15
OPP-001702,LEAD-004036,ACC-00996,REP-0008,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,3004.66,2025-11-30,2025-12-25
OPP-001703,LEAD-004037,ACC-01662,REP-0035,SMB,Organic Search,SOC2 Starter,Closed Lost,1062.18,2025-08-10,2025-09-04
OPP-001704,LEAD-004038,ACC-00301,REP-0020,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1375.88,2025-02-04,2025-02-14
OPP-001705,LEAD-004041,ACC-00965,REP-0011,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1559.77,2024-01-04,2024-02-11
OPP-001706,LEAD-004048,ACC-00903,REP-0025,SMB,Partner Referral,SOC2 Starter,Closed Lost,1212.06,2024-05-05,2024-05-30
OPP-001707,LEAD-004049,ACC-01672,REP-0035,SMB,Content Download,SOC2 Starter,Closed Lost,1325.36,2026-04-07,2026-04-20
OPP-001708,LEAD-004050,ACC-01010,REP-0033,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,3456.63,2024-03-29,2024-05-10
OPP-001709,LEAD-004052,ACC-00116,REP-0007,SMB,Paid Search,SOC2 Starter,Closed Lost,1180.25,2026-02-15,2026-03-11
OPP-001710,LEAD-004055,ACC-00043,REP-0010,SMB,Paid Search,SOC2 Starter,Closed Won,1379.3,2024-05-12,2024-06-02
OPP-001711,LEAD-004057,ACC-00259,REP-0015,SMB,Partner Referral,SOC2 Starter,Closed Lost,1274.53,2025-08-27,2025-09-06
OPP-001712,LEAD-004058,ACC-00189,REP-0002,SMB,Partner Referral,SOC2 Starter,Closed Lost,1241.94,2024-04-28,2024-05-06
OPP-001713,LEAD-004059,ACC-01101,REP-0023,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Won,3632.1,2025-04-20,2025-07-04
OPP-001714,LEAD-004060,ACC-00485,REP-0036,Mid-Market,,Enterprise Multi-Framework,Closed Lost,7914.85,2024-10-13,2024-12-26
OPP-001715,LEAD-004061,ACC-00187,REP-0035,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1060.25,2026-01-01,2026-01-16
OPP-001716,LEAD-004062,ACC-00796,REP-0015,Enterprise,Security Conference,SOC2 Starter,Closed Won,1309.42,2024-08-26,2024-11-07
OPP-001717,LEAD-004063,ACC-00394,REP-0027,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,3419.98,2024-08-19,2024-11-01
OPP-001718,LEAD-004064,ACC-00192,REP-0009,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1421.73,2025-04-07,2025-05-03
OPP-001719,LEAD-004065,ACC-00422,REP-0006,SMB,Security Conference,SOC2 Starter,Closed Won,1257.96,2026-06-08,2026-06-16
OPP-001720,LEAD-004067,ACC-00744,REP-0003,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,7638.9,2026-01-12,2026-03-23
OPP-001721,LEAD-004069,ACC-00358,REP-0023,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1196.04,2024-02-22,2024-03-05
OPP-001722,LEAD-004070,ACC-01739,REP-0026,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1170.43,2024-11-02,2024-11-19
OPP-001723,LEAD-004071,ACC-00771,REP-0015,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Won,2825.91,2024-02-22,2024-04-09
OPP-001724,LEAD-004077,ACC-01219,REP-0004,SMB,,SOC2 Starter,Closed Won,1559.48,2025-03-20,2025-04-02
OPP-001725,LEAD-004078,ACC-01748,REP-0019,SMB,Content Download,SOC2 Starter,Closed Won,1105.97,2026-01-05,2026-01-17
OPP-001726,LEAD-004082,ACC-00524,REP-0028,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1110.38,2025-02-20,2025-04-09
OPP-001727,LEAD-004083,ACC-01430,REP-0031,SMB,Partner Referral,SOC2 Starter,Closed Lost,1257.72,2026-02-02,2026-02-21
OPP-001728,LEAD-004085,ACC-00025,REP-0018,Enterprise,Partner Referral,SOC2 Starter,Closed Lost,1178.89,2025-07-21,2025-10-31
OPP-001729,LEAD-004090,ACC-01550,REP-0011,SMB,Paid Search,SOC2 Starter,Closed Lost,1250.46,2025-01-21,2025-02-19
OPP-001730,LEAD-004091,ACC-00302,REP-0024,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2722.49,2024-01-03,2024-03-01
OPP-001731,LEAD-004092,ACC-00988,REP-0006,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1520.55,2025-03-24,2025-04-19
OPP-001732,LEAD-004095,ACC-00082,REP-0013,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1356.08,2025-06-27,2025-07-13
OPP-001733,LEAD-004097,ACC-00455,REP-0005,SMB,Organic Search,SOC2 Starter,Closed Won,1225.24,2026-02-22,2026-03-04
OPP-001734,LEAD-004100,ACC-00703,REP-0016,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Won,1071.77,2026-03-30,2026-05-27
OPP-001735,LEAD-004101,ACC-01520,REP-0021,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1070.43,2025-04-02,2025-04-17
OPP-001736,LEAD-004102,ACC-00047,REP-0017,SMB,Paid Search,SOC2 Starter,Closed Lost,1546.89,2026-01-09,2026-01-22
OPP-001737,LEAD-004104,ACC-00125,REP-0034,Enterprise,Paid Search,Enterprise Multi-Framework,Closed Won,6229.81,2026-01-04,2026-05-14
OPP-001738,LEAD-004105,ACC-01080,REP-0024,Enterprise,G2/Capterra Review,SOC2 Starter,Closed Lost,1250.67,2025-08-29,2026-01-18
OPP-001739,LEAD-004107,ACC-00657,REP-0017,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Lost,6838.18,2024-07-26,2024-09-19
OPP-001740,LEAD-004113,ACC-01158,REP-0031,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1517.87,2024-01-22,2024-02-06
OPP-001741,LEAD-004114,ACC-01295,REP-0038,SMB,Content Download,SOC2 Starter,Closed Lost,1183.75,2024-01-04,2024-01-31
OPP-001742,LEAD-004120,ACC-00788,REP-0034,SMB,Content Download,SOC2 Starter,Closed Lost,1298.17,2026-01-08,2026-01-20
OPP-001743,LEAD-004121,ACC-01199,REP-0032,SMB,Security Conference,SOC2 Starter,Closed Won,1394.1,2024-10-26,2024-11-23
OPP-001744,LEAD-004125,ACC-00928,REP-0034,SMB,Security Conference,SOC2 Starter,Closed Lost,1279.85,2024-05-17,2024-06-13
OPP-001745,LEAD-004127,ACC-00372,REP-0021,SMB,Organic Search,SOC2 Starter,Closed Lost,1200.12,2024-04-07,2024-04-21
OPP-001746,LEAD-004128,ACC-00012,REP-0035,SMB,Organic Search,SOC2 Starter,Closed Lost,1519.39,2026-05-17,2026-06-05
OPP-001747,LEAD-004132,ACC-01220,REP-0017,Enterprise,Security Conference,Enterprise Multi-Framework,Closed Lost,8166.25,2025-08-12,2025-10-24
OPP-001748,LEAD-004133,ACC-01392,REP-0011,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Won,7404.34,2025-06-01,2025-07-17
OPP-001749,LEAD-004135,ACC-01264,REP-0038,Enterprise,Outbound Prospecting,SOC2 Starter,Negotiation,1257.12,2026-05-12,2026-06-30
OPP-001750,LEAD-004138,ACC-00217,REP-0002,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Lost,8336.93,2024-07-06,2024-09-10
OPP-001751,LEAD-004139,ACC-00754,REP-0040,SMB,Security Conference,SOC2 Starter,Closed Lost,1452.87,2024-06-11,2024-07-08
OPP-001752,LEAD-004140,ACC-01146,REP-0032,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1459.91,2025-07-12,2025-07-30
OPP-001753,LEAD-004145,ACC-00086,REP-0037,SMB,Security Conference,SOC2 Starter,Negotiation,1139.48,2026-06-06,2026-06-30
OPP-001754,LEAD-004148,ACC-01293,REP-0002,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,3375.89,2026-02-20,2026-03-30
OPP-001755,LEAD-004149,ACC-00222,REP-0040,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,6370.25,2025-10-18,2025-11-17
OPP-001756,LEAD-004156,ACC-01348,REP-0004,Enterprise,Paid Search,SOC2 Starter,Closed Won,1229.31,2024-05-31,2024-10-01
OPP-001757,LEAD-004157,ACC-01599,REP-0015,SMB,Organic Search,SOC2 Starter,Closed Lost,1410.47,2025-04-16,2025-04-27
OPP-001758,LEAD-004161,ACC-01212,REP-0018,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1497.71,2026-01-24,2026-02-17
OPP-001759,LEAD-004163,ACC-01537,REP-0016,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1074.72,2025-12-11,2026-01-09
OPP-001760,LEAD-004164,ACC-00542,REP-0027,SMB,Security Conference,SOC2 Starter,Closed Lost,1277.09,2024-12-27,2025-01-17
OPP-001761,LEAD-004165,ACC-01430,REP-0015,SMB,Paid Search,SOC2 Starter,Closed Won,1244.72,2026-02-26,2026-03-20
OPP-001762,LEAD-004167,ACC-01170,REP-0010,SMB,Paid Search,SOC2 Starter,Closed Won,1187.15,2025-07-30,2025-08-20
OPP-001763,LEAD-004168,ACC-00097,REP-0006,SMB,Paid Search,SOC2 Starter,Closed Lost,1512.54,2025-03-18,2025-03-26
OPP-001764,LEAD-004173,ACC-01669,REP-0029,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Won,6876.2,2026-01-22,2026-03-01
OPP-001765,LEAD-004174,ACC-00130,REP-0033,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1392.09,2025-08-07,2025-08-20
OPP-001766,LEAD-004177,ACC-00816,REP-0025,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,2498.13,2024-06-27,2024-09-10
OPP-001767,LEAD-004179,ACC-01079,REP-0022,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Won,2458.57,2025-05-07,2025-07-17
OPP-001768,LEAD-004181,ACC-00043,REP-0007,SMB,Content Download,SOC2 Starter,Closed Won,1411.45,2024-04-13,2024-04-20
OPP-001769,LEAD-004186,ACC-00347,REP-0026,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,5647.37,2024-12-31,2025-03-14
OPP-001770,LEAD-004189,ACC-00197,REP-0003,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,8182.84,2024-03-13,2024-05-25
OPP-001771,LEAD-004191,ACC-01504,REP-0025,SMB,Partner Referral,SOC2 Starter,Closed Won,1337.53,2025-05-12,2025-06-06
OPP-001772,LEAD-004193,ACC-00011,REP-0025,Enterprise,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,3442.29,2026-01-30,2026-06-17
OPP-001773,LEAD-004194,ACC-00082,REP-0008,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1447.4,2026-02-19,2026-03-07
OPP-001774,LEAD-004200,ACC-01592,REP-0028,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,5969.04,2024-08-31,2024-11-12
OPP-001775,LEAD-004201,ACC-00230,REP-0037,SMB,,SOC2 Starter,Closed Won,1543.77,2025-03-22,2025-04-10
OPP-001776,LEAD-004204,ACC-01209,REP-0022,SMB,Security Conference,SOC2 Starter,Closed Won,1260.88,2024-07-13,2024-08-05
OPP-001777,LEAD-004207,ACC-00223,REP-0005,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,2699.01,2026-01-20,2026-02-10
OPP-001778,LEAD-004210,ACC-00618,REP-0039,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Won,1401.3,2024-04-26,2024-06-05
