account_id,company_name,segment,industry,region,arr,signup_date
ACC-00618,Bryant-Brown,SMB,Legal Tech,Midwest,14321.78,2026-02-06
ACC-00619,Chambers-Parker,Mid-Market,Legal Tech,West,75142.97,2024-01-31
ACC-00620,Foster Inc,SMB,EdTech,Northeast,16905.52,2024-09-26
ACC-00621,"Robinson, Jones and Henderson",Mid-Market,Data Infrastructure,West,57249.59,2025-06-07
ACC-00622,"Brown, Mcknight and Michael",SMB,Logistics,EMEA,10836.98,2024-06-10
ACC-00623,Andersen Group,SMB,HealthTech,EMEA,19460.05,2024-04-28
ACC-00624,Mitchell and Sons,SMB,InsurTech,West,8748.64,2024-01-13
ACC-00625,Cannon Ltd,SMB,Logistics,Northeast,14510.65,2024-06-02
ACC-00626,"Stuart, Brooks and Vance",SMB,FinTech,EMEA,21652.96,2026-01-01
ACC-00627,Kane-Knox,Mid-Market,EdTech,Midwest,45917.13,2025-03-02
ACC-00628,Miller-Brandt,Enterprise,E-commerce,Northeast,346059.07,2025-08-08
ACC-00629,"Anderson, Dalton and Wilson",SMB,InsurTech,West,11048.85,2026-04-03
ACC-00630,"Long, Anderson and Irwin",SMB,FinTech,South,9171.75,2025-04-21
ACC-00631,Avila LLC,Mid-Market,Legal Tech,Northeast,30615.06,2025-04-12
ACC-00632,Nunez-Stephens,SMB,HR Tech,Northeast,17584.71,2024-11-07
ACC-00633,"Gray, Hall and Murray",Mid-Market,HR Tech,South,48937.79,2025-05-20
ACC-00634,Hill Ltd,Enterprise,HR Tech,EMEA,325749.49,2024-09-08
ACC-00635,Johnson Ltd,SMB,EdTech,West,11960.96,2024-12-20
ACC-00636,Mendez-Mayer,Mid-Market,FinTech,Northeast,25095.03,2025-11-04
ACC-00637,Allen Inc,SMB,Legal Tech,West,11488.3,2024-08-31
ACC-00638,Wheeler Group,SMB,FinTech,Midwest,20098.09,2024-04-05
ACC-00639,"Powers, Brennan and Sanchez",SMB,HR Tech,EMEA,15021.97,2025-01-16
ACC-00640,Morales and Sons,SMB,HealthTech,EMEA,9624.81,2024-05-16
ACC-00641,"Robinson, Shields and Brown",Mid-Market,EdTech,West,63473.22,2024-03-04
ACC-00642,"Holder, Young and Hendricks",SMB,Cybersecurity,Midwest,12958.49,2026-05-21
ACC-00643,"Flores, Harper and Chambers",SMB,EdTech,Northeast,13406.98,2024-10-05
ACC-00644,Young-Walter,SMB,HR Tech,Midwest,21258.93,2025-08-21
ACC-00645,"Boyd, Gutierrez and Hill",SMB,HealthTech,Midwest,15642.63,2024-11-17
ACC-00646,"Fry, Hobbs and Buck",SMB,InsurTech,Northeast,24398.79,2024-07-31
ACC-00647,"Shelton, Peters and Williams",SMB,Logistics,Northeast,22492.2,2024-04-02
ACC-00648,David-Powers,SMB,Legal Tech,EMEA,8685.61,2026-05-05
ACC-00649,"Flores, Butler and Hernandez",Mid-Market,Cybersecurity,West,71225.23,2024-12-30
ACC-00650,White-Medina,SMB,FinTech,Northeast,12422.84,2024-06-27
ACC-00651,Atkinson LLC,SMB,EdTech,South,17451.21,2025-07-17
ACC-00652,"Thomas, Ford and Brown",SMB,Logistics,West,21666.24,2024-05-23
ACC-00653,Faulkner-Grant,SMB,FinTech,Midwest,10222.16,2026-04-23
ACC-00654,Price LLC,SMB,HealthTech,EMEA,17964.02,2026-04-12
ACC-00655,Rivera Inc,SMB,HealthTech,Midwest,23342.43,2025-03-30
ACC-00656,Boone-Davis,Mid-Market,HealthTech,Northeast,32964.3,2025-04-17
ACC-00657,"Calderon, Williams and Bennett",SMB,Data Infrastructure,South,21968.65,2025-02-08
ACC-00658,"Morrison, Russo and Lopez",SMB,EdTech,South,10937.72,2024-08-07
ACC-00659,"Ramsey, Hansen and Mendoza",Enterprise,Legal Tech,Northeast,228263.54,2024-06-01
ACC-00660,Turner-Stout,SMB,Data Infrastructure,EMEA,12178.34,2024-10-29
ACC-00661,Giles Ltd,SMB,InsurTech,South,9036.64,2024-10-13
ACC-00662,Burgess Group,SMB,EdTech,Midwest,18925.09,2026-03-27
ACC-00663,Dominguez Ltd,SMB,InsurTech,West,24819.86,2026-03-11
ACC-00664,Sanders and Sons,Mid-Market,Logistics,EMEA,75793.28,2024-12-18
ACC-00665,"Morris, Campbell and Owens",Enterprise,InsurTech,Northeast,210398.2,2024-07-03
ACC-00666,"Howard, Green and Hunt",SMB,Data Infrastructure,Midwest,8498.16,2026-04-10
ACC-00667,Owens-Lang,Mid-Market,FinTech,South,59413.1,2026-02-24
ACC-00668,"Harrison, Franco and Rocha",Mid-Market,HR Tech,Midwest,31508.73,2025-11-03
ACC-00669,Edwards-Williams,SMB,InsurTech,West,20988.85,2024-08-12
ACC-00670,Figueroa Inc,Mid-Market,EdTech,Northeast,85788.39,2026-05-15
ACC-00671,Tran-Silva,SMB,HR Tech,EMEA,13406.07,2026-01-25
ACC-00672,"Butler, Hernandez and Rivera",Mid-Market,Data Infrastructure,West,70724.44,2024-12-26
ACC-00673,Hudson-Sanchez,Enterprise,Data Infrastructure,Midwest,264563.76,2024-07-11
ACC-00674,"Pena, Cohen and Scott",Mid-Market,Logistics,EMEA,45088.45,2025-05-17
ACC-00675,Levy-May,SMB,FinTech,Midwest,18228.27,2024-01-21
ACC-00676,Murray-Oconnor,SMB,FinTech,Northeast,23604.24,2024-07-25
ACC-00677,Jackson-Cortez,Mid-Market,E-commerce,Midwest,84720.75,2026-05-14
ACC-00678,White-Preston,Mid-Market,FinTech,West,34601.28,2025-12-22
ACC-00679,"Bernard, Warren and Combs",Enterprise,HealthTech,EMEA,356807.53,2024-03-15
ACC-00680,Landry Ltd,SMB,EdTech,EMEA,9717.55,2024-11-05
ACC-00681,Duran Group,SMB,Cybersecurity,South,21461.32,2025-05-13
ACC-00682,Kirby and Sons,Mid-Market,Cybersecurity,EMEA,70081.43,2025-09-20
ACC-00683,Mann Inc,Mid-Market,HR Tech,EMEA,77939.53,2025-01-22
ACC-00684,Wagner LLC,SMB,Legal Tech,Midwest,11021.04,2024-01-02
ACC-00685,Williamson Ltd,Enterprise,Data Infrastructure,South,353734.66,2026-02-28
ACC-00686,"Durham, Hopkins and Smith",Enterprise,FinTech,Midwest,276740.49,2026-04-08
ACC-00687,"Arnold, Smith and Moreno",Enterprise,HR Tech,EMEA,122274.17,2025-05-23
ACC-00688,Nichols-Mitchell,SMB,HealthTech,Midwest,13895.77,2024-11-23
ACC-00689,"Li, Craig and Drake",SMB,HealthTech,Northeast,15592.71,2024-09-28
ACC-00690,Rodriguez Inc,SMB,HealthTech,Northeast,12363.19,2024-04-20
ACC-00691,"Hernandez, Lee and Fox",Mid-Market,FinTech,South,53484.31,2025-03-05
ACC-00692,Adams-Sanders,Enterprise,EdTech,South,363348.9,2024-12-25
ACC-00693,Chung-Stevens,SMB,HealthTech,South,21408.41,2025-08-14
ACC-00694,Branch and Sons,Mid-Market,HR Tech,Midwest,54333.68,2026-03-29
ACC-00695,Sutton-Abbott,Mid-Market,Legal Tech,West,45716.6,2024-04-17
ACC-00696,"Frey, Santos and Johnson",SMB,Cybersecurity,South,10735.38,2024-03-17
ACC-00697,Gray-Tran,SMB,HealthTech,Northeast,18098.52,2025-09-20
ACC-00698,Walsh Ltd,Enterprise,FinTech,South,382157.1,2024-06-17
ACC-00699,Miller Group,Mid-Market,EdTech,Midwest,28481.12,2024-12-05
ACC-00700,"Mueller, Knight and Hodge",SMB,HR Tech,South,19852.34,2026-01-09
ACC-00701,Jacobson Inc,Enterprise,InsurTech,Northeast,294785.35,2024-10-31
ACC-00702,Lewis Ltd,SMB,FinTech,South,17720.09,2026-05-10
ACC-00703,"Alvarez, Williams and Jones",SMB,FinTech,Northeast,8064.86,2024-03-30
ACC-00704,Lam-Elliott,SMB,Data Infrastructure,South,11394.47,2024-01-27
ACC-00705,White LLC,SMB,Legal Tech,West,16050.7,2024-04-28
ACC-00706,Ali PLC,SMB,EdTech,South,16314.65,2025-11-07
ACC-00707,Goodwin Ltd,SMB,InsurTech,South,11142.98,2025-01-25
ACC-00708,Hickman-Evans,SMB,Logistics,West,12476.03,2025-04-21
ACC-00709,"Allen, Davenport and Price",SMB,Legal Tech,EMEA,9047.87,2026-02-09
ACC-00710,"Rivera, Campos and Taylor",Mid-Market,HealthTech,West,68429.18,2026-04-07
ACC-00711,"Ramsey, Mason and Mccann",SMB,Data Infrastructure,Midwest,17411.23,2026-05-10
ACC-00712,Davis and Sons,SMB,InsurTech,South,24415.67,2025-12-04
ACC-00713,Peterson PLC,Mid-Market,Logistics,EMEA,82307.5,2025-05-02
ACC-00714,"Sanders, Ayala and Johnson",SMB,EdTech,West,16535.72,2025-06-13
ACC-00715,Bowers-Hayes,Mid-Market,Data Infrastructure,Midwest,32818.32,2026-02-14
ACC-00716,Kelly Group,SMB,Cybersecurity,Midwest,21743.83,2024-05-09
ACC-00717,Lopez-Willis,SMB,HealthTech,South,11432.63,2026-04-22
ACC-00718,Miller-Montgomery,Mid-Market,Data Infrastructure,Northeast,45783.72,2026-01-14
ACC-00719,Marquez Inc,Enterprise,HealthTech,West,210310.74,2025-02-10
ACC-00720,Moore-Dawson,Mid-Market,Legal Tech,EMEA,54780.22,2024-01-13
ACC-00721,"Moore, Price and Ward",Mid-Market,Data Infrastructure,EMEA,58966.53,2025-03-05
ACC-00722,Smith LLC,SMB,Cybersecurity,Midwest,17632.1,2025-08-19
ACC-00723,Ward-Nelson,Mid-Market,HealthTech,West,61574.44,2024-04-13
ACC-00724,Miller Group,Mid-Market,InsurTech,Northeast,82063.08,2024-09-27
ACC-00725,Hawkins-Hunt,SMB,Logistics,EMEA,18352.36,2024-02-08
ACC-00726,Johnson LLC,SMB,EdTech,Midwest,18510.16,2025-11-28
ACC-00727,"Davis, George and Nguyen",Mid-Market,FinTech,South,82822.32,2024-12-05
ACC-00728,Smith-Gutierrez,Mid-Market,FinTech,South,84854.27,2025-01-16
ACC-00729,Hardy PLC,SMB,Legal Tech,Northeast,12765.89,2025-05-18
ACC-00730,Armstrong and Sons,Mid-Market,HealthTech,Midwest,33735.06,2026-01-31
ACC-00731,"James, Taylor and Turner",SMB,E-commerce,Northeast,20389.59,2025-09-11
ACC-00732,Thomas-Jackson,Mid-Market,HR Tech,South,38740.38,2026-04-23
ACC-00733,Fisher-Washington,SMB,Logistics,EMEA,22742.21,2026-04-20
ACC-00734,Ward and Sons,SMB,Cybersecurity,West,13289.09,2025-06-02
ACC-00735,"Weber, Wheeler and Gonzalez",SMB,InsurTech,EMEA,8492.12,2024-07-16
ACC-00736,Taylor Inc,Enterprise,HR Tech,West,167341.98,2025-04-12
ACC-00737,Cook-Oliver,SMB,E-commerce,Midwest,12657.62,2026-04-23
ACC-00738,Alexander-Jordan,SMB,EdTech,West,19579.96,2024-09-04
ACC-00739,"Mccann, Taylor and Flores",SMB,Data Infrastructure,South,11018.92,2025-04-30
ACC-00740,"Harris, Edwards and Oconnell",Mid-Market,E-commerce,Northeast,35628.38,2024-09-21
ACC-00741,Carter-Neal,Mid-Market,HealthTech,Northeast,26784.28,2024-02-20
ACC-00742,Faulkner-Casey,SMB,Data Infrastructure,Midwest,22570.89,2025-10-24
ACC-00743,Bennett-Velasquez,SMB,HR Tech,Northeast,19076.98,2025-06-09
ACC-00744,Diaz-Frederick,SMB,FinTech,South,23495.76,2025-10-24
ACC-00745,Vargas PLC,SMB,FinTech,Midwest,12290.64,2026-04-04
ACC-00746,Maldonado PLC,Enterprise,Legal Tech,South,367599.72,2026-05-22
ACC-00747,Benton Group,SMB,Legal Tech,Midwest,15933.87,2025-11-24
ACC-00748,"Clark, Salinas and Guerra",SMB,Data Infrastructure,South,17936.28,2024-01-08
ACC-00749,Fuentes Group,SMB,E-commerce,EMEA,19004.82,2025-09-15
ACC-00750,"Porter, Schultz and Allen",SMB,HealthTech,South,9085.23,2024-10-10
ACC-00751,"Moore, Henderson and Bennett",Mid-Market,Legal Tech,Northeast,67647.77,2025-10-29
ACC-00752,Ewing-Mendoza,SMB,Cybersecurity,EMEA,21013.06,2024-02-28
ACC-00753,Ferguson-Mclean,Mid-Market,Data Infrastructure,South,67934.47,2025-11-28
ACC-00754,"Barnes, Johnson and Schmitt",SMB,FinTech,South,24956.97,2024-09-22
ACC-00755,"Woodard, Herrera and Little",Enterprise,EdTech,South,318386.95,2025-08-20
ACC-00756,Rodriguez and Sons,Mid-Market,Data Infrastructure,Midwest,47305.86,2025-12-31
ACC-00757,"Ortega, Jackson and Salazar",SMB,InsurTech,South,23410.95,2025-11-18
ACC-00758,"Terrell, Byrd and Ross",SMB,Legal Tech,Midwest,22290.86,2025-07-25
ACC-00759,Sheppard-Jordan,SMB,HealthTech,South,10175.05,2024-09-21
ACC-00760,Garcia and Sons,Mid-Market,InsurTech,Midwest,86550.02,2024-12-09
ACC-00761,"Burgess, Grant and Watts",Mid-Market,HR Tech,Northeast,39516.32,2024-11-10
ACC-00762,Griffin Group,SMB,E-commerce,Northeast,12429.51,2024-10-28
ACC-00763,Barton-Chapman,SMB,HealthTech,South,8912.51,2025-10-11
ACC-00764,"Hernandez, Cuevas and Webb",Mid-Market,Data Infrastructure,West,55694.28,2024-07-18
ACC-00765,Perry-Nixon,SMB,EdTech,EMEA,13072.05,2024-02-25
ACC-00766,Guerra Ltd,Enterprise,Cybersecurity,Midwest,397627.83,2024-12-16
ACC-00767,Bailey LLC,SMB,Data Infrastructure,South,10434.81,2026-01-02
ACC-00768,Mueller-Boyd,SMB,HealthTech,South,13654.7,2024-06-30
ACC-00769,Alvarez-Kim,SMB,FinTech,West,15684.9,2024-08-02
ACC-00770,"Chavez, Jones and Williams",Mid-Market,Cybersecurity,EMEA,74691.44,2025-05-16
ACC-00771,"Wilson, Sweeney and Wong",Mid-Market,HealthTech,Midwest,64941.18,2025-10-10
ACC-00772,"Marsh, Spears and Yang",SMB,EdTech,South,14516.38,2024-02-08
ACC-00773,"Thompson, Moore and Castro",SMB,E-commerce,West,23164.11,2026-02-14
ACC-00774,Hall-Sullivan,Mid-Market,HR Tech,West,68988.63,2025-10-03
ACC-00775,Lopez Ltd,Mid-Market,HR Tech,Northeast,45286.0,2024-04-15
ACC-00776,Foster-Mclaughlin,SMB,Data Infrastructure,Northeast,10839.34,2026-04-23
ACC-00777,Cole Group,SMB,Legal Tech,South,20373.14,2025-09-02
ACC-00778,Smith-Lewis,SMB,EdTech,Midwest,13826.46,2025-05-16
ACC-00779,Goodwin-Stokes,SMB,HR Tech,Midwest,24117.43,2026-04-11
ACC-00780,Ray PLC,SMB,HR Tech,Midwest,20361.87,2024-05-14
ACC-00781,Diaz and Sons,SMB,FinTech,EMEA,16578.77,2024-05-06
ACC-00782,Wilson-Lambert,SMB,FinTech,South,22901.25,2024-09-18
ACC-00783,Rose-Fowler,Mid-Market,Data Infrastructure,West,63605.06,2024-02-19
ACC-00784,"Price, Long and Wilson",Mid-Market,FinTech,West,69833.73,2025-03-02
ACC-00785,Bruce-Williamson,SMB,HealthTech,EMEA,12296.55,2025-12-19
ACC-00786,"Mccarthy, Evans and Mendez",SMB,FinTech,Northeast,15154.81,2024-04-13
ACC-00787,Powers LLC,Mid-Market,Legal Tech,EMEA,64366.23,2024-05-20
ACC-00788,Allen Inc,SMB,HealthTech,EMEA,20219.03,2024-04-30
ACC-00789,Brooks and Sons,SMB,HealthTech,South,11376.99,2024-07-23
ACC-00790,"Price, Carlson and Andrews",Mid-Market,InsurTech,Midwest,48264.92,2025-02-23
ACC-00791,Lopez-Reid,SMB,FinTech,EMEA,16438.03,2024-07-31
ACC-00792,"Ellison, Arias and Thompson",Mid-Market,Logistics,Northeast,40242.84,2024-01-14
ACC-00793,Burns and Sons,Mid-Market,HealthTech,EMEA,68486.43,2024-06-01
ACC-00794,Edwards Group,Enterprise,InsurTech,West,314304.72,2024-04-13
ACC-00795,"Brown, Howard and Smith",Enterprise,HR Tech,South,396486.44,2024-10-30
ACC-00796,Lee Group,SMB,FinTech,West,21824.03,2024-02-10
ACC-00797,"Wagner, Simpson and Cohen",Mid-Market,E-commerce,Northeast,52689.69,2024-04-28
ACC-00798,Mckinney-Wallace,SMB,FinTech,West,22483.98,2025-11-10
ACC-00799,Miller Inc,Mid-Market,E-commerce,Northeast,83144.3,2025-09-28
ACC-00800,Carter LLC,SMB,HealthTech,Northeast,21854.39,2024-07-06
ACC-00801,Medina and Sons,SMB,EdTech,South,12621.16,2025-01-29
ACC-00802,Cunningham-Barton,Mid-Market,Logistics,South,67175.02,2026-03-27
ACC-00803,Dunn-Wilson,SMB,Cybersecurity,West,24686.68,2026-05-14
ACC-00804,Adams PLC,SMB,EdTech,EMEA,16205.47,2025-08-05
ACC-00805,Weaver-Sherman,Mid-Market,Cybersecurity,EMEA,49683.8,2025-01-02
ACC-00806,"Alexander, Robinson and Coleman",Mid-Market,Cybersecurity,South,84825.87,2024-04-25
ACC-00807,"Greer, Potter and Evans",Enterprise,Logistics,West,109634.17,2025-11-01
ACC-00808,Cole LLC,SMB,InsurTech,EMEA,20304.15,2024-08-17
ACC-00809,Gonzales Inc,Enterprise,E-commerce,EMEA,252161.98,2025-12-18
ACC-00810,Clark Ltd,Mid-Market,EdTech,Midwest,56325.43,2025-11-10
ACC-00811,"Norris, Callahan and Bishop",Mid-Market,EdTech,Midwest,79537.15,2025-07-25
ACC-00812,Martin-Taylor,Enterprise,Data Infrastructure,West,93609.91,2024-06-09
ACC-00813,Li Inc,SMB,Logistics,South,22780.07,2024-03-17
ACC-00814,"Bell, Campbell and Ryan",Mid-Market,E-commerce,Midwest,46508.16,2024-10-11
ACC-00815,Werner-Carter,SMB,HR Tech,EMEA,18936.39,2025-02-16
ACC-00816,"Adams, Hodge and Duke",Mid-Market,HealthTech,South,53872.28,2025-08-09
ACC-00817,"Ochoa, Taylor and Brady",SMB,Logistics,South,13373.05,2025-05-24
ACC-00818,Sellers-Riddle,Mid-Market,FinTech,West,51223.58,2024-02-06
ACC-00819,"Martinez, Cline and Wright",Mid-Market,FinTech,West,76465.91,2025-09-25
ACC-00820,"Morris, Wright and Bridges",Mid-Market,InsurTech,EMEA,38445.33,2025-11-18
ACC-00821,Burns-Ray,SMB,E-commerce,Northeast,22030.29,2026-04-16
ACC-00822,Burton-Brooks,SMB,Logistics,Northeast,17522.56,2025-09-26
ACC-00823,Schultz Inc,Mid-Market,E-commerce,South,32411.52,2026-02-16
ACC-00824,Robertson-Ramirez,Mid-Market,FinTech,Northeast,48084.03,2025-10-10
ACC-00825,Gibson-Freeman,Enterprise,Legal Tech,EMEA,251815.38,2025-12-19
ACC-00826,"Smith, Schroeder and Oconnor",SMB,Cybersecurity,South,10387.64,2026-01-04
ACC-00827,"Stanton, Reid and Terry",Mid-Market,EdTech,West,41528.81,2024-07-19
ACC-00828,Flynn Group,SMB,EdTech,Midwest,15769.78,2026-03-11
ACC-00829,Donaldson and Sons,SMB,E-commerce,West,20871.54,2024-02-17
ACC-00830,Adams-Clayton,Enterprise,Data Infrastructure,West,329365.0,2025-04-06
ACC-00831,Kelley-Anderson,SMB,Data Infrastructure,EMEA,10288.81,2025-05-25
ACC-00832,Kramer-Shannon,SMB,FinTech,EMEA,23900.24,2026-05-08
ACC-00833,Williams Ltd,Mid-Market,InsurTech,Midwest,69968.15,2024-06-26
ACC-00834,Smith-Noble,Mid-Market,Cybersecurity,West,50181.36,2025-09-06
ACC-00835,Alexander Inc,Mid-Market,E-commerce,EMEA,82290.39,2025-03-04
ACC-00836,Harris-Barker,Enterprise,HR Tech,Northeast,213339.7,2024-12-17
ACC-00837,Khan LLC,Enterprise,Logistics,Midwest,132835.8,2025-09-08
ACC-00838,Baxter LLC,Mid-Market,InsurTech,Northeast,79799.84,2025-07-14
ACC-00839,Pena LLC,Mid-Market,InsurTech,Midwest,38057.79,2025-10-01
ACC-00840,Watson Ltd,Mid-Market,E-commerce,Midwest,88786.81,2025-10-27
ACC-00841,Williams Ltd,Enterprise,Cybersecurity,EMEA,258172.36,2025-10-14
ACC-00842,Barber-Fischer,SMB,HealthTech,Northeast,17558.76,2025-08-19
ACC-00843,Rios-Padilla,Mid-Market,EdTech,EMEA,43585.32,2026-05-17
ACC-00844,Lewis Inc,SMB,FinTech,EMEA,9810.0,2025-01-25
ACC-00845,Wheeler PLC,SMB,FinTech,Midwest,12538.63,2026-03-15
ACC-00846,"Wallace, Smith and Cooper",SMB,Legal Tech,Northeast,10489.28,2024-03-04
ACC-00847,Mcneil Group,Mid-Market,Legal Tech,Midwest,73983.61,2024-02-03
ACC-00848,"Anderson, Jones and Reyes",SMB,Logistics,West,18473.85,2025-11-22
ACC-00849,"Shaffer, Garcia and Richardson",Mid-Market,HR Tech,EMEA,50277.63,2025-06-07
ACC-00850,Taylor-Ayala,Mid-Market,Legal Tech,West,85221.51,2025-01-31
ACC-00851,May Ltd,SMB,E-commerce,EMEA,8914.64,2026-01-31
ACC-00852,Jones PLC,SMB,Data Infrastructure,South,22109.72,2025-10-10
ACC-00853,Bishop and Sons,Mid-Market,E-commerce,EMEA,60529.98,2025-09-09
ACC-00854,Bell-Lewis,SMB,HR Tech,Northeast,15629.85,2025-11-30
ACC-00855,"Hernandez, Jenkins and Parks",SMB,Cybersecurity,EMEA,10029.01,2024-02-11
ACC-00856,Miller Inc,SMB,InsurTech,Northeast,10211.13,2025-08-21
ACC-00857,Goodwin PLC,Mid-Market,FinTech,Northeast,55311.54,2024-06-07
ACC-00858,"Cruz, Richmond and Edwards",SMB,E-commerce,EMEA,8864.54,2025-10-02
ACC-00859,Wright Ltd,Mid-Market,Legal Tech,South,76344.03,2025-07-17
ACC-00860,Wright PLC,SMB,E-commerce,EMEA,11739.35,2024-07-07
ACC-00861,"Griffith, Mitchell and Pugh",SMB,InsurTech,Midwest,15070.83,2025-07-03
ACC-00862,Abbott Ltd,SMB,E-commerce,Midwest,23017.74,2025-11-10
ACC-00863,Harris-Lawson,SMB,E-commerce,Northeast,11713.57,2026-02-09
ACC-00864,Adkins LLC,Mid-Market,Logistics,EMEA,78539.75,2025-10-26
ACC-00865,"Brown, Hurst and Blevins",SMB,E-commerce,South,12085.91,2025-10-19
ACC-00866,Cruz-Allen,Mid-Market,Data Infrastructure,Midwest,87328.29,2025-11-29
ACC-00867,"Wheeler, Rice and Levine",Enterprise,EdTech,West,209621.54,2025-07-07
ACC-00868,Peck-Anderson,Mid-Market,FinTech,EMEA,78437.09,2025-01-18
ACC-00869,"Fisher, Payne and Thompson",SMB,InsurTech,South,16275.68,2024-10-30
ACC-00870,Best-Townsend,Enterprise,HR Tech,Northeast,249307.36,2024-04-08
ACC-00871,Matthews Inc,SMB,InsurTech,EMEA,8124.62,2024-03-08
ACC-00872,Lewis-Livingston,SMB,HR Tech,South,22206.31,2024-07-29
ACC-00873,Hunter-Fuller,SMB,EdTech,West,20697.14,2024-06-06
ACC-00874,"Wang, Henderson and Morales",SMB,E-commerce,West,9487.86,2024-02-25
ACC-00875,"Herrera, Jensen and Ramirez",SMB,Legal Tech,EMEA,9197.52,2026-04-21
ACC-00876,Miller-Mccall,SMB,Legal Tech,South,14596.55,2025-10-07
ACC-00877,Herrera Group,SMB,E-commerce,West,14621.53,2024-05-01
ACC-00878,"Walters, Davenport and Becker",SMB,Data Infrastructure,West,20851.33,2025-08-22
ACC-00879,Collins Group,SMB,HealthTech,Northeast,23776.81,2024-04-18
ACC-00880,"Ashley, Allen and Sanchez",SMB,Legal Tech,EMEA,9470.59,2026-02-22
ACC-00881,Wilson-Salazar,Enterprise,EdTech,South,344857.93,2024-02-01
ACC-00882,Parker Ltd,SMB,InsurTech,Midwest,10318.48,2025-02-04
ACC-00883,"Yang, Wilson and Zimmerman",Mid-Market,InsurTech,Northeast,87408.73,2024-05-27
ACC-00884,"Smith, Crawford and Reed",SMB,E-commerce,West,17409.91,2025-07-22
ACC-00885,"Logan, Le and Jackson",SMB,FinTech,West,17736.22,2025-02-07
ACC-00886,Brady LLC,SMB,HealthTech,Northeast,11570.9,2026-01-29
ACC-00887,"Tanner, Wise and Johnson",Enterprise,E-commerce,Midwest,217922.89,2025-10-23
ACC-00888,Nelson-Brown,Mid-Market,Cybersecurity,Midwest,36959.53,2025-09-23
ACC-00889,"Proctor, Burton and Crawford",Mid-Market,HR Tech,West,36788.27,2026-03-29
ACC-00890,"Ward, Porter and Bradley",Mid-Market,FinTech,EMEA,54982.24,2025-07-16
ACC-00891,Moore-Ayala,SMB,HealthTech,Northeast,9669.44,2026-01-13
ACC-00892,"Craig, Wilson and Yang",Mid-Market,E-commerce,Northeast,33333.98,2025-11-02
ACC-00893,Williams Inc,SMB,Legal Tech,EMEA,9186.75,2024-07-17
ACC-00894,Williams LLC,SMB,Logistics,Northeast,18477.82,2024-11-09
ACC-00895,Mora-White,Mid-Market,Cybersecurity,EMEA,61846.02,2026-04-07
ACC-00896,Tran Ltd,SMB,EdTech,Midwest,8082.14,2024-09-09
ACC-00897,"Rios, Walker and Wright",Mid-Market,EdTech,Northeast,79607.15,2024-05-17
ACC-00898,"Flores, Mckenzie and Duncan",Mid-Market,E-commerce,South,55085.14,2025-01-02
ACC-00899,Shaw Inc,Mid-Market,Logistics,EMEA,32074.12,2025-10-23
ACC-00900,Walker PLC,Mid-Market,Legal Tech,Midwest,82934.31,2024-07-20
ACC-00901,Finley Inc,SMB,HealthTech,West,23165.79,2026-05-19
ACC-00902,Cline-Ayala,SMB,FinTech,EMEA,17841.31,2026-02-26
ACC-00903,Murphy-Tran,Mid-Market,FinTech,EMEA,41940.06,2025-07-06
ACC-00904,Wood LLC,SMB,Cybersecurity,Northeast,14672.47,2026-03-01
ACC-00905,"Mueller, Stevenson and Sanchez",Mid-Market,Legal Tech,Midwest,55205.57,2025-06-06
ACC-00906,Vargas-Snyder,SMB,E-commerce,EMEA,8180.06,2024-09-01
ACC-00907,Oconnor PLC,Mid-Market,Data Infrastructure,Midwest,74218.39,2024-05-23
ACC-00908,Hernandez Group,SMB,Cybersecurity,EMEA,24128.1,2025-11-06
ACC-00909,Hall LLC,Enterprise,Cybersecurity,South,381144.33,2024-02-11
ACC-00910,"Franco, Wiley and Tapia",SMB,Logistics,Midwest,9068.64,2025-01-13
ACC-00911,Blake Group,SMB,HR Tech,EMEA,23431.34,2025-01-04
ACC-00912,"Acosta, Garcia and Moreno",SMB,Logistics,West,8678.38,2025-10-26
ACC-00913,Barnes Inc,SMB,InsurTech,Northeast,22192.83,2024-09-26
ACC-00914,Dawson Inc,Mid-Market,Data Infrastructure,Midwest,49482.87,2025-01-22
ACC-00915,Morse PLC,SMB,HealthTech,EMEA,12276.97,2024-08-16
ACC-00916,Haynes-Watson,SMB,E-commerce,Northeast,16276.65,2025-05-08
ACC-00917,"Miller, Davis and Anderson",Enterprise,FinTech,EMEA,363430.62,2025-03-26
ACC-00918,Jones-Bradley,SMB,HealthTech,EMEA,18939.11,2024-08-04
ACC-00919,Bates-Anderson,SMB,Cybersecurity,Northeast,18234.34,2026-04-16
ACC-00920,Green-Edwards,SMB,HR Tech,South,21789.93,2026-01-07
ACC-00921,Haynes-Moss,SMB,Logistics,South,11581.97,2024-06-14
ACC-00922,Chavez-Hall,Mid-Market,EdTech,West,40838.57,2024-05-10
ACC-00923,Taylor PLC,Mid-Market,Cybersecurity,Midwest,65920.13,2024-02-10
ACC-00924,Moore and Sons,Enterprise,Cybersecurity,West,141565.82,2024-07-03
ACC-00925,Owens-Russell,SMB,EdTech,EMEA,24477.14,2025-10-14
ACC-00926,"Howard, Townsend and Hayes",SMB,Legal Tech,West,11682.09,2025-09-13
ACC-00927,Baker-Wilson,Enterprise,Logistics,Midwest,158002.78,2025-02-24
ACC-00928,Aguirre LLC,Mid-Market,Data Infrastructure,Midwest,65508.76,2025-06-07
ACC-00929,"Terry, Williams and Huff",SMB,E-commerce,South,18141.07,2024-03-11
